OrderID,CustomerID,StoreID,OrderDate,OrderDateTime,OrderStatus,SalesChannel,PaymentMethod,ShippingDate,PromoCode,Notes,SubTotal,Tax,ShippingCost,ItemsCount,OrderLevelDiscount,OrderTotal
3771,1171,5,2024-10-30,2024-10-30 12:30:00,Completed,Online,Cash,2024-11-02,SUMMER15,,49.06,3.43,3.45,3,0.98,54.96
3772,578,4,2025-05-24,2025-05-24 20:50:00,Completed,Online,Debit Card,2025-05-26,NEW10,,46.37,3.25,3.62,2,0.0,53.24
3773,875,8,2024-03-29,2024-03-29 19:30:00,Pending,In-Store,E-Wallet,,VIP20,Fragile,73.17,5.12,0.0,5,1.46,76.83
3774,964,8,2024-10-26,2024-10-26 20:20:00,Completed,Online,Credit Card,2024-10-27,,,20.92,1.46,3.89,2,0.0,26.27
3775,472,9,2024-07-07,2024-07-07 14:40:00,Completed,In-Store,Bank Transfer,2024-07-07,NEW10,Fragile,12.72,0.89,0.0,1,0.0,13.61
3776,1119,8,2025-03-06,2025-03-06 10:05:00,Completed,Online,Bank Transfer,2025-03-11,,,11.91,0.83,5.82,1,0.0,18.56
3777,579,3,2025-02-10,2025-02-10 13:55:00,Completed,Online,Debit Card,2025-02-12,NEW10,Gift wrap,54.84,3.84,3.78,3,1.1,61.36
3778,977,8,2024-03-29,2024-03-29 12:35:00,Cancelled,Online,Cash,,VIP20,Gift wrap,10.97,0.77,3.99,1,0.0,15.73
3779,1068,9,2024-11-12,2024-11-12 10:05:00,Pending,Online,Credit Card,,BUNDLE5,Gift wrap,65.15,4.56,3.09,3,1.3,71.5
3780,466,7,2025-01-29,2025-01-29 16:00:00,Completed,Online,E-Wallet,2025-02-05,BUNDLE5,,11.25,0.79,3.86,1,0.0,15.9
3781,33,5,2025-01-02,2025-01-02 19:10:00,Completed,In-Store,Bank Transfer,2025-01-02,,,53.01,3.71,0.0,1,0.0,56.72
3782,1031,10,2025-07-03,2025-07-03 14:50:00,Completed,In-Store,Credit Card,2025-07-03,VIP20,,58.04,4.06,0.0,3,1.16,60.94
3783,501,10,2025-02-20,2025-02-20 18:55:00,Completed,Online,Debit Card,2025-02-20,NEW10,Gift wrap,6.65,0.47,4.31,1,0.0,11.43
3784,860,8,2025-07-24,2025-07-24 14:05:00,Completed,Online,E-Wallet,2025-07-31,BUNDLE5,,11.06,0.77,3.86,1,0.0,15.69
3785,1059,7,2024-09-30,2024-09-30 17:45:00,Completed,Online,Credit Card,2024-10-03,,,52.38,3.67,2.73,3,0.0,58.78
3786,596,6,2024-03-09,2024-03-09 15:55:00,Pending,Online,Credit Card,,,,20.39,1.43,3.54,1,0.0,25.36
3787,355,4,2025-02-13,2025-02-13 15:35:00,Pending,Online,Credit Card,,BUNDLE5,Gift wrap,28.45,1.99,4.23,2,0.0,34.67
3788,999,10,2025-06-16,2025-06-16 16:35:00,Completed,Online,Debit Card,2025-06-22,,Gift wrap,28.99,2.03,3.28,2,0.0,34.3
3789,1011,8,2024-10-01,2024-10-01 14:45:00,Completed,In-Store,Bank Transfer,2024-10-01,,,33.36,2.34,0.0,2,0.0,35.7
3790,42,1,2024-11-22,2024-11-22 19:10:00,Completed,In-Store,Credit Card,2024-11-22,,,43.67,3.06,0.0,3,0.0,46.73
3791,365,9,2025-04-07,2025-04-07 11:20:00,Returned,In-Store,Bank Transfer,,,Fragile,49.27,3.45,0.0,2,0.0,52.72
3792,660,8,2024-02-05,2024-02-05 13:05:00,Completed,Online,Cash,2024-02-05,BUNDLE5,Fragile,10.94,0.77,4.68,1,0.0,16.39
3793,29,9,2024-09-29,2024-09-29 16:50:00,Completed,In-Store,Cash,2024-09-29,BUNDLE5,Fragile,35.53,2.49,0.0,1,0.0,38.02
3794,321,3,2025-05-02,2025-05-02 19:20:00,Completed,In-Store,Cash,2025-05-02,,,61.31,4.29,0.0,3,0.0,65.6
3795,716,3,2024-01-28,2024-01-28 20:30:00,Completed,In-Store,Debit Card,2024-01-28,,,71.03,4.97,0.0,2,0.0,76.0
3796,236,8,2025-05-28,2025-05-28 20:25:00,Completed,Online,Cash,2025-05-29,NEW10,,98.18,6.87,1.37,5,1.96,104.46
3797,422,4,2025-04-04,2025-04-04 19:20:00,Completed,In-Store,E-Wallet,2025-04-04,SUMMER15,Fragile,6.24,0.44,0.0,1,0.0,6.68
3798,910,4,2024-10-23,2024-10-23 18:35:00,Completed,In-Store,Debit Card,2024-10-23,VIP20,Gift wrap,21.65,1.52,0.0,1,0.0,23.17
3799,661,1,2024-09-16,2024-09-16 17:35:00,Completed,Online,Cash,2024-09-23,BUNDLE5,,24.6,1.72,6.04,1,0.0,32.36
3800,978,2,2024-11-06,2024-11-06 14:35:00,Completed,In-Store,Debit Card,2024-11-06,,,30.58,2.14,0.0,2,0.0,32.72
3801,175,10,2025-08-12,2025-08-12 10:30:00,Completed,Online,Cash,2025-08-18,VIP20,Fragile,9.5,0.66,3.27,1,0.0,13.43
3802,560,8,2025-03-08,2025-03-08 17:35:00,Completed,In-Store,Credit Card,2025-03-08,VIP20,,70.8,4.96,0.0,4,1.42,74.34
3803,594,4,2025-02-20,2025-02-20 18:10:00,Completed,Online,Debit Card,2025-02-20,NEW10,,14.45,1.01,4.48,1,0.0,19.94
3804,793,10,2025-08-12,2025-08-12 15:15:00,Completed,Online,Cash,2025-08-17,BUNDLE5,Fragile,62.55,4.38,4.39,3,1.25,70.07
3805,1003,4,2024-05-04,2024-05-04 18:30:00,Completed,Online,Bank Transfer,2024-05-05,,,13.53,0.95,3.76,1,0.0,18.24
3806,1071,4,2024-10-22,2024-10-22 18:10:00,Completed,Online,E-Wallet,2024-10-28,SUMMER15,Fragile,27.13,1.9,2.93,2,0.0,31.96
3807,376,7,2025-01-06,2025-01-06 18:05:00,Completed,In-Store,Bank Transfer,2025-01-06,NEW10,Fragile,25.97,1.82,0.0,1,0.0,27.79
3808,220,10,2024-05-16,2024-05-16 18:15:00,Completed,In-Store,E-Wallet,2024-05-16,SUMMER15,Fragile,42.72,2.99,0.0,1,0.0,45.71
3809,457,10,2025-02-11,2025-02-11 18:20:00,Pending,Online,Cash,,,,85.18,5.96,2.29,2,0.0,93.43
3810,822,4,2024-01-27,2024-01-27 19:30:00,Pending,Online,E-Wallet,,VIP20,,19.65,1.38,3.13,1,0.0,24.16
3811,111,6,2024-01-10,2024-01-10 18:05:00,Completed,Online,Credit Card,2024-01-17,BUNDLE5,Fragile,43.17,3.02,2.49,2,0.0,48.68
3812,114,5,2025-01-07,2025-01-07 19:55:00,Pending,Online,Credit Card,,,Gift wrap,183.31,12.83,4.12,4,0.0,200.26
3813,976,4,2024-05-01,2024-05-01 18:15:00,Completed,Online,Debit Card,2024-05-08,,,12.88,0.9,2.21,1,0.0,15.99
3814,650,10,2025-07-08,2025-07-08 18:45:00,Cancelled,Online,E-Wallet,,,,27.3,1.91,5.31,1,0.0,34.52
3815,1059,10,2025-01-14,2025-01-14 15:20:00,Completed,In-Store,E-Wallet,2025-01-14,,,31.98,2.24,0.0,3,0.0,34.22
3816,787,10,2024-05-01,2024-05-01 18:45:00,Cancelled,In-Store,Cash,,SUMMER15,,34.11,2.39,0.0,2,0.0,36.5
3817,20,1,2024-01-02,2024-01-02 13:35:00,Completed,Online,Debit Card,2024-01-03,NEW10,,46.87,3.28,3.37,3,0.94,52.58
3818,400,8,2025-07-16,2025-07-16 15:45:00,Returned,Online,Debit Card,,NEW10,Fragile,38.08,2.67,4.16,2,0.0,44.91
3819,589,2,2025-05-10,2025-05-10 18:40:00,Completed,Online,Debit Card,2025-05-11,BUNDLE5,Gift wrap,30.91,2.16,4.78,2,0.0,37.85
3820,767,2,2025-03-06,2025-03-06 13:50:00,Cancelled,Online,E-Wallet,,VIP20,Fragile,7.46,0.52,1.97,1,0.0,9.95
3821,689,9,2024-03-28,2024-03-28 18:25:00,Completed,Online,Cash,2024-04-02,NEW10,,78.43,5.49,1.65,1,0.0,85.57
3822,53,7,2025-06-06,2025-06-06 15:35:00,Completed,In-Store,Debit Card,2025-06-06,,,13.11,0.92,0.0,1,0.0,14.03
3823,364,10,2025-06-03,2025-06-03 17:55:00,Pending,In-Store,Cash,,NEW10,,36.58,2.56,0.0,3,0.73,38.41
3824,1020,2,2024-08-13,2024-08-13 19:40:00,Completed,In-Store,Cash,2024-08-13,,,34.7,2.43,0.0,1,0.0,37.13
3825,993,3,2024-12-13,2024-12-13 18:20:00,Completed,In-Store,E-Wallet,2024-12-13,SUMMER15,Fragile,58.73,4.11,0.0,3,1.17,61.67
3826,658,1,2024-04-29,2024-04-29 14:25:00,Completed,Online,Bank Transfer,2024-05-02,,,33.06,2.31,3.43,2,0.0,38.8
3827,1128,6,2025-05-06,2025-05-06 20:05:00,Cancelled,Online,Bank Transfer,,BUNDLE5,Fragile,21.66,1.52,4.25,2,0.0,27.43
3828,636,6,2024-05-30,2024-05-30 14:55:00,Cancelled,In-Store,Cash,,BUNDLE5,,107.98,7.56,0.0,3,2.16,113.38
3829,1085,1,2024-12-21,2024-12-21 18:25:00,Completed,Online,Bank Transfer,2024-12-27,VIP20,,19.85,1.39,3.29,2,0.0,24.53
3830,520,8,2024-06-12,2024-06-12 16:20:00,Completed,Online,E-Wallet,2024-06-18,VIP20,,21.52,1.51,2.71,1,0.0,25.74
3831,606,7,2024-09-30,2024-09-30 19:50:00,Cancelled,Online,Debit Card,,SUMMER15,Fragile,66.23,4.64,2.06,3,1.32,71.61
3832,1176,7,2024-11-22,2024-11-22 16:55:00,Pending,Online,E-Wallet,,NEW10,Fragile,35.38,2.48,1.8,2,0.0,39.66
3833,1029,2,2024-08-07,2024-08-07 20:10:00,Completed,Online,Credit Card,2024-08-09,NEW10,Fragile,128.23,8.98,3.19,3,2.56,137.84
3834,1022,4,2024-01-14,2024-01-14 14:40:00,Completed,Online,Cash,2024-01-16,,,99.58,6.97,2.81,3,0.0,109.36
3835,8,5,2024-12-28,2024-12-28 14:25:00,Completed,In-Store,Credit Card,2024-12-28,BUNDLE5,Fragile,30.74,2.15,0.0,2,0.0,32.89
3836,1155,7,2025-02-04,2025-02-04 19:50:00,Completed,Online,Cash,2025-02-11,VIP20,,64.98,4.55,3.42,3,1.3,71.65
3837,774,1,2024-06-22,2024-06-22 20:30:00,Completed,In-Store,Cash,2024-06-22,BUNDLE5,,9.15,0.64,0.0,1,0.0,9.79
3838,900,5,2025-07-18,2025-07-18 17:05:00,Completed,In-Store,E-Wallet,2025-07-18,VIP20,Gift wrap,37.09,2.6,0.0,4,0.74,38.95
3839,1083,9,2025-07-16,2025-07-16 13:35:00,Completed,Online,Cash,2025-07-21,,Gift wrap,42.43,2.97,2.31,3,0.0,47.71
3840,232,10,2025-07-06,2025-07-06 16:15:00,Completed,In-Store,Cash,2025-07-06,,,66.61,4.66,0.0,3,0.0,71.27
3841,892,4,2024-01-23,2024-01-23 20:05:00,Pending,Online,Cash,,SUMMER15,Fragile,26.16,1.83,3.19,1,0.0,31.18
3842,486,8,2025-02-18,2025-02-18 16:20:00,Completed,Online,Debit Card,2025-02-22,BUNDLE5,Fragile,65.34,4.57,4.33,2,0.0,74.24
3843,149,10,2024-06-21,2024-06-21 16:30:00,Completed,Online,Bank Transfer,2024-06-28,SUMMER15,Gift wrap,120.43,8.43,2.44,3,2.41,128.89
3844,1102,4,2024-02-08,2024-02-08 16:50:00,Completed,Online,Bank Transfer,2024-02-08,,,10.79,0.76,2.49,1,0.0,14.04
3845,26,6,2025-08-20,2025-08-20 20:25:00,Completed,In-Store,E-Wallet,2025-08-20,NEW10,Fragile,54.03,3.78,0.0,3,1.08,56.73
3846,583,1,2024-11-06,2024-11-06 15:25:00,Completed,Online,Bank Transfer,2024-11-09,SUMMER15,Gift wrap,71.53,5.01,4.01,4,1.43,79.12
3847,838,3,2025-04-13,2025-04-13 20:20:00,Pending,In-Store,E-Wallet,,,,41.47,2.9,0.0,3,0.0,44.37
3848,506,1,2024-12-10,2024-12-10 13:15:00,Cancelled,In-Store,Cash,,NEW10,,46.61,3.26,0.0,3,0.93,48.94
3849,755,10,2025-02-08,2025-02-08 15:15:00,Pending,Online,Bank Transfer,,BUNDLE5,Fragile,80.79,5.66,4.89,4,1.62,89.72
3850,1032,3,2025-08-13,2025-08-13 20:10:00,Cancelled,Online,E-Wallet,,BUNDLE5,Fragile,27.57,1.93,1.65,1,0.0,31.15
3851,667,8,2025-04-09,2025-04-09 17:50:00,Completed,In-Store,Debit Card,2025-04-09,,Fragile,18.04,1.26,0.0,1,0.0,19.3
3852,871,4,2025-03-29,2025-03-29 20:35:00,Completed,In-Store,E-Wallet,2025-03-29,NEW10,,3.59,0.25,0.0,1,0.0,3.84
3853,507,7,2025-05-03,2025-05-03 18:40:00,Pending,Online,Bank Transfer,,,,11.14,0.78,2.61,1,0.0,14.53
3854,668,6,2025-03-18,2025-03-18 20:40:00,Pending,In-Store,Credit Card,,,Gift wrap,83.27,5.83,0.0,3,0.0,89.1
3855,95,8,2024-10-15,2024-10-15 14:25:00,Cancelled,In-Store,Debit Card,,BUNDLE5,,31.96,2.24,0.0,1,0.0,34.2
3856,905,10,2024-03-21,2024-03-21 18:00:00,Completed,Online,Debit Card,2024-03-27,SUMMER15,,34.5,2.42,3.22,2,0.0,40.14
3857,708,5,2025-05-13,2025-05-13 16:10:00,Completed,Online,Bank Transfer,2025-05-17,,,44.43,3.11,4.48,2,0.0,52.02
3858,1024,2,2024-07-17,2024-07-17 18:30:00,Completed,Online,Debit Card,2024-07-24,NEW10,Gift wrap,22.82,1.6,4.82,1,0.0,29.24
3859,1134,2,2024-09-26,2024-09-26 19:25:00,Cancelled,Online,Bank Transfer,,,,14.41,1.01,3.94,1,0.0,19.36
3860,1026,5,2024-08-08,2024-08-08 20:50:00,Completed,Online,Cash,2024-08-11,,,48.96,3.43,4.53,3,0.0,56.92
3861,401,7,2025-04-16,2025-04-16 19:25:00,Completed,In-Store,Debit Card,2025-04-16,VIP20,,25.33,1.77,0.0,2,0.0,27.1
3862,760,1,2025-03-02,2025-03-02 13:45:00,Cancelled,In-Store,Credit Card,,SUMMER15,,31.22,2.19,0.0,2,0.0,33.41
3863,838,10,2024-06-07,2024-06-07 19:00:00,Completed,Online,Debit Card,2024-06-08,SUMMER15,Fragile,37.71,2.64,3.51,1,0.0,43.86
3864,922,1,2024-11-15,2024-11-15 17:40:00,Returned,Online,Bank Transfer,,NEW10,Fragile,15.52,1.09,3.91,1,0.0,20.52
3865,319,2,2024-12-24,2024-12-24 17:40:00,Completed,In-Store,Bank Transfer,2024-12-24,NEW10,Gift wrap,34.32,2.4,0.0,2,0.0,36.72
3866,212,8,2024-03-02,2024-03-02 11:35:00,Completed,In-Store,E-Wallet,2024-03-02,,,3.44,0.24,0.0,1,0.0,3.68
3867,762,9,2024-07-21,2024-07-21 17:40:00,Completed,Online,Cash,2024-07-24,,Fragile,51.49,3.6,2.34,3,0.0,57.43
3868,254,7,2024-10-28,2024-10-28 18:40:00,Completed,Online,E-Wallet,2024-11-03,SUMMER15,Fragile,42.7,2.99,3.73,1,0.0,49.42
3869,973,8,2025-01-08,2025-01-08 10:30:00,Completed,In-Store,Bank Transfer,2025-01-08,SUMMER15,Fragile,54.1,3.79,0.0,4,1.08,56.81
3870,670,5,2024-07-23,2024-07-23 19:55:00,Completed,Online,E-Wallet,2024-07-30,,,59.12,4.14,2.76,1,0.0,66.02
3871,602,1,2025-03-14,2025-03-14 15:00:00,Completed,In-Store,Bank Transfer,2025-03-14,,,117.95,8.26,0.0,4,0.0,126.21
3872,133,1,2024-01-28,2024-01-28 18:40:00,Completed,In-Store,Cash,2024-01-28,BUNDLE5,Fragile,24.08,1.69,0.0,1,0.0,25.77
3873,993,9,2024-12-03,2024-12-03 12:25:00,Completed,Online,E-Wallet,2024-12-05,,,121.19,8.48,2.78,4,0.0,132.45
3874,234,1,2024-10-21,2024-10-21 10:20:00,Returned,Online,Credit Card,,,Gift wrap,58.18,4.07,4.14,3,0.0,66.39
3875,832,7,2025-02-13,2025-02-13 17:05:00,Completed,In-Store,E-Wallet,2025-02-13,,,60.88,4.26,0.0,2,0.0,65.14
3876,752,7,2025-02-04,2025-02-04 11:50:00,Pending,Online,Cash,,,Gift wrap,51.64,3.61,2.96,3,0.0,58.21
3877,730,1,2025-07-15,2025-07-15 16:50:00,Completed,In-Store,Cash,2025-07-15,SUMMER15,,20.75,1.45,0.0,2,0.0,22.2
3878,1135,10,2024-11-20,2024-11-20 14:50:00,Completed,In-Store,Credit Card,2024-11-20,VIP20,,24.26,1.7,0.0,2,0.0,25.96
3879,788,5,2024-12-15,2024-12-15 17:00:00,Completed,Online,Debit Card,2024-12-20,VIP20,Gift wrap,9.2,0.64,2.96,1,0.0,12.8
3880,1037,1,2024-10-16,2024-10-16 18:50:00,Pending,Online,E-Wallet,,BUNDLE5,,53.05,3.71,1.38,3,1.06,57.08
3881,287,3,2024-02-23,2024-02-23 15:35:00,Completed,Online,Bank Transfer,2024-02-24,VIP20,,41.51,2.91,3.92,4,0.83,47.51
3882,483,6,2025-03-11,2025-03-11 17:15:00,Completed,In-Store,Cash,2025-03-11,,,47.91,3.35,0.0,3,0.0,51.26
3883,834,7,2024-09-19,2024-09-19 14:50:00,Cancelled,In-Store,Credit Card,,,,36.6,2.56,0.0,2,0.0,39.16
3884,732,4,2025-08-15,2025-08-15 18:20:00,Completed,In-Store,Bank Transfer,2025-08-15,,Gift wrap,27.18,1.9,0.0,1,0.0,29.08
3885,1127,9,2025-01-16,2025-01-16 18:55:00,Returned,Online,Debit Card,,,Gift wrap,39.48,2.76,3.8,1,0.0,46.04
3886,772,2,2024-03-19,2024-03-19 10:45:00,Cancelled,Online,Bank Transfer,,NEW10,,19.75,1.38,5.37,1,0.0,26.5
3887,1027,2,2024-03-06,2024-03-06 16:00:00,Pending,In-Store,Bank Transfer,,BUNDLE5,,24.26,1.7,0.0,1,0.0,25.96
3888,471,9,2024-11-26,2024-11-26 13:00:00,Completed,In-Store,Debit Card,2024-11-26,BUNDLE5,,76.27,5.34,0.0,4,1.53,80.08
3889,781,5,2024-08-24,2024-08-24 15:05:00,Completed,In-Store,E-Wallet,2024-08-24,NEW10,Gift wrap,19.01,1.33,0.0,1,0.0,20.34
3890,318,6,2024-10-02,2024-10-02 16:05:00,Completed,Online,E-Wallet,2024-10-08,BUNDLE5,,11.14,0.78,1.8,1,0.0,13.72
3891,332,10,2024-11-30,2024-11-30 16:10:00,Completed,Online,Bank Transfer,2024-12-04,VIP20,Gift wrap,69.02,4.83,3.9,3,1.38,76.37
3892,123,10,2024-02-05,2024-02-05 15:40:00,Completed,In-Store,E-Wallet,2024-02-05,,Fragile,13.55,0.95,0.0,1,0.0,14.5
3893,452,2,2024-09-29,2024-09-29 20:50:00,Cancelled,In-Store,Credit Card,,VIP20,,46.25,3.24,0.0,3,0.92,48.57
3894,784,2,2025-06-03,2025-06-03 19:10:00,Completed,In-Store,Cash,2025-06-03,VIP20,,13.3,0.93,0.0,1,0.0,14.23
3895,76,5,2025-04-16,2025-04-16 19:25:00,Completed,Online,Debit Card,2025-04-22,SUMMER15,Gift wrap,60.64,4.24,4.0,4,1.21,67.67
3896,1025,3,2024-10-10,2024-10-10 20:50:00,Completed,In-Store,Bank Transfer,2024-10-10,SUMMER15,Gift wrap,109.44,7.66,0.0,4,2.19,114.91
3897,1175,2,2024-11-08,2024-11-08 14:50:00,Pending,In-Store,E-Wallet,,BUNDLE5,,19.91,1.39,0.0,2,0.0,21.3
3898,994,7,2024-06-09,2024-06-09 14:40:00,Completed,In-Store,Bank Transfer,2024-06-09,,,19.08,1.34,0.0,1,0.0,20.42
3899,804,6,2024-08-23,2024-08-23 16:45:00,Cancelled,Online,Debit Card,,,Fragile,48.87,3.42,2.87,3,0.0,55.16
3900,577,2,2024-07-12,2024-07-12 10:35:00,Completed,Online,Cash,2024-07-12,,,36.58,2.56,3.29,3,0.0,42.43
3901,390,6,2025-08-05,2025-08-05 16:05:00,Completed,Online,Cash,2025-08-10,VIP20,,34.1,2.39,2.46,2,0.0,38.95
3902,882,3,2024-03-10,2024-03-10 17:10:00,Pending,Online,Cash,,,Gift wrap,32.51,2.28,3.65,2,0.0,38.44
3903,1179,6,2025-01-26,2025-01-26 15:00:00,Completed,Online,Cash,2025-01-28,,Fragile,36.41,2.55,2.73,2,0.0,41.69
3904,824,9,2024-02-07,2024-02-07 15:25:00,Completed,Online,Cash,2024-02-09,,,54.8,3.84,3.71,4,0.0,62.35
3905,148,3,2025-05-01,2025-05-01 16:35:00,Completed,Online,Credit Card,2025-05-03,,,23.96,1.68,3.13,2,0.0,28.77
3906,216,4,2025-05-24,2025-05-24 13:40:00,Completed,Online,E-Wallet,2025-05-27,NEW10,,12.06,0.84,2.68,1,0.0,15.58
3907,920,8,2024-12-06,2024-12-06 19:10:00,Pending,Online,Cash,,BUNDLE5,Gift wrap,8.41,0.59,5.06,1,0.0,14.06
3908,254,10,2024-06-11,2024-06-11 20:40:00,Completed,Online,E-Wallet,2024-06-18,,Fragile,17.84,1.25,3.26,1,0.0,22.35
3909,310,10,2025-04-02,2025-04-02 18:45:00,Completed,In-Store,Debit Card,2025-04-02,,,126.16,8.83,0.0,5,0.0,134.99
3910,710,8,2024-04-23,2024-04-23 13:35:00,Completed,In-Store,E-Wallet,2024-04-23,VIP20,,13.14,0.92,0.0,1,0.0,14.06
3911,10,6,2024-01-13,2024-01-13 14:45:00,Completed,In-Store,E-Wallet,2024-01-13,,,21.28,1.49,0.0,1,0.0,22.77
3912,66,4,2025-07-13,2025-07-13 13:10:00,Completed,Online,Debit Card,2025-07-14,VIP20,Fragile,53.48,3.74,3.49,3,1.07,59.64
3913,499,5,2024-01-26,2024-01-26 17:25:00,Completed,Online,Bank Transfer,2024-01-29,NEW10,,49.85,3.49,3.09,3,1.0,55.43
3914,197,9,2024-04-14,2024-04-14 12:25:00,Completed,Online,Cash,2024-04-14,NEW10,,35.39,2.48,4.28,2,0.0,42.15
3915,120,2,2024-09-28,2024-09-28 16:40:00,Pending,Online,Bank Transfer,,NEW10,,55.07,3.85,3.09,2,0.0,62.01
3916,494,10,2025-02-15,2025-02-15 12:20:00,Completed,In-Store,Cash,2025-02-15,VIP20,,29.12,2.04,0.0,3,0.58,30.58
3917,651,10,2024-09-25,2024-09-25 14:05:00,Returned,Online,E-Wallet,,,,19.72,1.38,4.76,1,0.0,25.86
3918,483,7,2024-11-28,2024-11-28 16:10:00,Completed,Online,Credit Card,2024-11-30,VIP20,,8.19,0.57,4.02,1,0.0,12.78
3919,1013,9,2024-09-14,2024-09-14 19:20:00,Completed,Online,Cash,2024-09-15,,,79.87,5.59,2.73,5,0.0,88.19
3920,873,2,2025-08-12,2025-08-12 20:10:00,Pending,In-Store,Cash,,,Fragile,59.78,4.18,0.0,3,0.0,63.96
3921,1085,5,2024-06-15,2024-06-15 12:00:00,Completed,Online,E-Wallet,2024-06-22,,,15.91,1.11,4.72,1,0.0,21.74
3922,1073,2,2024-07-05,2024-07-05 15:55:00,Completed,In-Store,E-Wallet,2024-07-05,,Gift wrap,17.31,1.21,0.0,1,0.0,18.52
3923,1088,7,2025-08-21,2025-08-21 13:30:00,Completed,Online,Bank Transfer,2025-08-24,VIP20,,20.11,1.41,3.17,1,0.0,24.69
3924,1142,3,2024-12-30,2024-12-30 11:30:00,Completed,Online,Debit Card,2025-01-06,NEW10,,10.8,0.76,3.2,1,0.0,14.76
3925,170,5,2025-06-30,2025-06-30 17:35:00,Cancelled,Online,Debit Card,,BUNDLE5,,111.87,7.83,3.13,4,2.24,120.59
3926,699,7,2025-01-05,2025-01-05 10:00:00,Completed,In-Store,E-Wallet,2025-01-05,,,36.1,2.53,0.0,2,0.0,38.63
3927,1009,5,2025-01-09,2025-01-09 20:20:00,Completed,Online,E-Wallet,2025-01-11,,,11.09,0.78,1.65,1,0.0,13.52
3928,1092,2,2024-07-06,2024-07-06 12:15:00,Pending,In-Store,Debit Card,,BUNDLE5,,73.65,5.16,0.0,4,1.47,77.34
3929,929,3,2024-01-15,2024-01-15 13:45:00,Pending,Online,Credit Card,,SUMMER15,,126.54,8.86,3.0,3,2.53,135.87
3930,510,9,2025-06-09,2025-06-09 18:50:00,Completed,In-Store,Cash,2025-06-09,VIP20,Gift wrap,10.52,0.74,0.0,1,0.0,11.26
3931,175,9,2024-06-04,2024-06-04 14:50:00,Completed,In-Store,Cash,2024-06-04,BUNDLE5,Gift wrap,61.84,4.33,0.0,5,1.24,64.93
3932,118,8,2024-03-18,2024-03-18 16:00:00,Returned,In-Store,Bank Transfer,,NEW10,Gift wrap,19.49,1.36,0.0,1,0.0,20.85
3933,819,7,2024-10-21,2024-10-21 18:15:00,Pending,In-Store,Debit Card,,VIP20,Gift wrap,61.72,4.32,0.0,3,1.23,64.81
3934,749,1,2025-01-19,2025-01-19 15:50:00,Completed,In-Store,Bank Transfer,2025-01-19,NEW10,,10.18,0.71,0.0,1,0.0,10.89
3935,28,8,2025-06-18,2025-06-18 16:00:00,Cancelled,In-Store,Bank Transfer,,BUNDLE5,,45.46,3.18,0.0,3,0.91,47.73
3936,909,3,2025-03-08,2025-03-08 18:05:00,Completed,In-Store,Debit Card,2025-03-08,,Gift wrap,109.58,7.67,0.0,3,0.0,117.25
3937,1025,1,2025-01-08,2025-01-08 20:55:00,Completed,Online,Credit Card,2025-01-13,,Fragile,20.76,1.45,4.96,1,0.0,27.17
3938,38,2,2024-03-25,2024-03-25 17:20:00,Completed,Online,Credit Card,2024-03-26,BUNDLE5,,95.16,6.66,2.69,4,1.9,102.61
3939,670,3,2025-04-04,2025-04-04 20:15:00,Completed,In-Store,Debit Card,2025-04-04,NEW10,Fragile,41.61,2.91,0.0,3,0.83,43.69
3940,425,2,2024-05-04,2024-05-04 11:45:00,Pending,In-Store,Debit Card,,,Fragile,95.02,6.65,0.0,4,0.0,101.67
3941,474,2,2024-11-18,2024-11-18 15:15:00,Completed,Online,Bank Transfer,2024-11-20,NEW10,,122.38,8.57,2.65,3,2.45,131.15
3942,176,8,2024-03-24,2024-03-24 10:35:00,Completed,In-Store,Cash,2024-03-24,SUMMER15,Fragile,83.48,5.84,0.0,3,1.67,87.65
3943,95,6,2024-10-15,2024-10-15 20:20:00,Cancelled,In-Store,Bank Transfer,,SUMMER15,,50.77,3.55,0.0,2,0.0,54.32
3944,24,1,2024-08-07,2024-08-07 17:45:00,Pending,In-Store,Cash,,VIP20,Fragile,29.9,2.09,0.0,2,0.0,31.99
3945,734,3,2025-03-01,2025-03-01 19:15:00,Returned,In-Store,Cash,,BUNDLE5,Gift wrap,13.43,0.94,0.0,1,0.0,14.37
3946,489,6,2025-01-08,2025-01-08 11:30:00,Completed,Online,Credit Card,2025-01-10,,,54.04,3.78,3.54,2,0.0,61.36
3947,771,8,2025-06-06,2025-06-06 19:40:00,Pending,Online,E-Wallet,,,Fragile,38.55,2.7,3.09,1,0.0,44.34
3948,1191,3,2024-04-29,2024-04-29 10:20:00,Pending,Online,E-Wallet,,VIP20,Gift wrap,31.51,2.21,2.26,2,0.0,35.98
3949,1188,1,2024-01-10,2024-01-10 11:20:00,Completed,Online,Cash,2024-01-13,NEW10,,54.65,3.83,5.05,3,1.09,62.44
3950,1011,6,2024-03-21,2024-03-21 18:50:00,Completed,In-Store,Cash,2024-03-21,BUNDLE5,Fragile,63.11,4.42,0.0,4,1.26,66.27
3951,1074,10,2024-04-21,2024-04-21 20:40:00,Returned,Online,Bank Transfer,,,Fragile,18.15,1.27,3.94,1,0.0,23.36
3952,233,2,2024-07-22,2024-07-22 20:25:00,Completed,Online,Cash,2024-07-23,NEW10,Gift wrap,47.38,3.32,3.9,2,0.0,54.6
